"Alpha","Beta","Gamma","b","products_1","charge_pdt_1","products_2","charge_pdt_2","Product_3","charge_pdt_3","react_type"
"90","0","0","0.00","C2H4","NA","NA","NA","","NA","1"
"90","0","0","0.10","C2H4","NA","NA","NA","","NA","1"
"90","0","0","0.20","C2H3","0.942102978","H6","-0.215841901","P","0.273738923","4A"
"90","0","0","0.30","C2H3","0.997078011","H6","-0.050421522","P","0.053343511","4A"
"90","0","0","0.40","C2H3","0.997623970","H6","0.149958641","P","-0.147582611","4A"
"90","0","0","0.50","C2H3","0.994280304","H6","-0.018585094","P","0.024304791","4A"
"90","0","0","0.60","C2H3","0.993707870","H6","-0.105839146","P","0.112131276","4A"
"90","0","0","0.70","C2H3","0.976108965","H6","-0.146340337","P","0.170231372","4A"
"90","0","0","0.80","C2H3","0.993923752","H6","-0.168753029","P","0.174829277","4A"
"90","0","0","0.90","C2H3","0.990009795","H6","-0.173118664","P","0.183108869","4A"
"90","0","0","1.00","C2H3","0.988722065","H6","-0.160787711","P","0.172065646","4A"
"90","0","0","1.10","C2H3","0.993306293","H6","-0.034350661","P","0.041044368","4A"
"90","0","0","1.20","C2H3","0.993375238","H6P","0.006624762","NA","NA","4B"
"90","0","0","1.30","C2H3","0.993357722","H6P","0.006642278","NA","NA","4B"
"90","0","0","1.40","C2H3","0.997175079","H6P","0.002824921","NA","NA","4B"
"90","0","0","1.50","C2H3","0.988202777","H6P","0.011797223","NA","-0.014376757","4B"
"90","0","0","1.60","C2H3","0.997612321","H6","0.016764436","P","-0.164657315","4A"
"90","0","0","1.70","C2H3","0.808519308","H6","0.356138007","P","NA","4A"
"90","0","0","1.80","CH2CHP","0.280176873","H6","0.719823127","NA","NA","2"
"90","0","0","1.90","CH2CHP","0.232361346","H6","0.767638654","NA","NA","2"
"90","0","0","2.00","CHCHP","0.987925463","H6","-0.084243469","H3","0.096318005","4C"
"90","0","0","2.10","CHCH","0.097441434","H6P","0.306273329","H3","0.596285238","5C"
"90","0","0","2.20","C2H3","0.688977585","H6P","0.311022415","NA","NA","4B"
"90","0","0","2.30","C2H3","0.970744063","H6P","0.029255937","NA","NA","4B"
"90","0","0","2.40","C2H3","0.856245719","H6","-0.258481427","P","NA","4A"
"90","0","0","2.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","2.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","2.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","2.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","2.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","3.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","4.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","5.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","6.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","7.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","8.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","9.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","9.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","9.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","9.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","9.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","9.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","10.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","10.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","11.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","11.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","12.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","12.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","13.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","13.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","14.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","14.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","0","0","15.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","0.00","C2H4","NA","NA","NA","","NA","1"
"90","180","0","0.10","C2H4","NA","NA","NA","","NA","1"
"90","180","0","0.20","C2H3","0.942102978","H6","-0.215841901","P","0.273738923","4A"
"90","180","0","0.30","C2H3","0.997078011","H6","-0.050421522","P","0.053343511","4A"
"90","180","0","0.40","C2H3","0.997623970","H6","0.149958641","P","-0.147582611","4A"
"90","180","0","0.50","C2H3","0.994280304","H6","-0.018585094","P","0.024304791","4A"
"90","180","0","0.60","C2H3","0.993707870","H6","-0.105839146","P","0.112131276","4A"
"90","180","0","0.70","C2H3","0.976108965","H6","-0.146340337","P","0.170231372","4A"
"90","180","0","0.80","C2H3","0.993923752","H6","-0.168753029","P","0.174829277","4A"
"90","180","0","0.90","C2H3","0.990009795","H6","-0.173118664","P","0.183108869","4A"
"90","180","0","1.00","C2H3","0.988722065","H6","-0.160787711","P","0.172065646","4A"
"90","180","0","1.10","C2H3","0.993306293","H6","-0.034350661","P","0.041044368","4A"
"90","180","0","1.20","C2H3","0.993375238","H6P","0.006624762","NA","NA","4B"
"90","180","0","1.30","C2H3","0.993357722","H6P","0.006642278","NA","NA","4B"
"90","180","0","1.40","C2H3","0.997175079","H6P","0.002824921","NA","NA","4B"
"90","180","0","1.50","C2H3","0.988202777","H6P","0.011797223","NA","-0.014376757","4B"
"90","180","0","1.60","C2H3","0.997612321","H6","0.016764436","P","-0.164657315","4A"
"90","180","0","1.70","C2H3","0.808519308","H6","0.356138007","P","NA","4A"
"90","180","0","1.80","CH2CHP","0.280176873","H6","0.719823127","NA","NA","2"
"90","180","0","1.90","CH2CHP","0.232361346","H6","0.767638654","NA","NA","2"
"90","180","0","2.00","CHCHP","0.987925463","H6","-0.084243469","H3","0.096318005","4C"
"90","180","0","2.10","CHCH","0.097441434","H6P","0.306273329","H3","0.596285238","5C"
"90","180","0","2.20","C2H3","0.688977585","H6P","0.311022415","NA","NA","4B"
"90","180","0","2.30","C2H3","0.970744063","H6P","0.029255937","NA","NA","4B"
"90","180","0","2.40","C2H3","0.856245719","H6","-0.258481427","P","NA","4A"
"90","180","0","2.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","2.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","2.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","2.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","2.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","3.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","4.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","5.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","6.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","7.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.60","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.70","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.80","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","8.90","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","9.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","9.10","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","9.20","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","9.30","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","9.40","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","9.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","10.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","10.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","11.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","11.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","12.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","12.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","13.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","13.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","14.00","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","14.50","C2H4","NA","NA","NA","P","0.402235708","1"
"90","180","0","15.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","0.00","C2H4","NA","NA","NA","","NA","1"
"270","0","0","0.10","C2H4","NA","NA","NA","","NA","1"
"270","0","0","0.20","C2H3","0.942102978","H6","-0.215841901","P","0.273738923","4A"
"270","0","0","0.30","C2H3","0.997078011","H6","-0.050421522","P","0.053343511","4A"
"270","0","0","0.40","C2H3","0.997623970","H6","0.149958641","P","-0.147582611","4A"
"270","0","0","0.50","C2H3","0.994280304","H6","-0.018585094","P","0.024304791","4A"
"270","0","0","0.60","C2H3","0.993707870","H6","-0.105839146","P","0.112131276","4A"
"270","0","0","0.70","C2H3","0.976108965","H6","-0.146340337","P","0.170231372","4A"
"270","0","0","0.80","C2H3","0.993923752","H6","-0.168753029","P","0.174829277","4A"
"270","0","0","0.90","C2H3","0.990009795","H6","-0.173118664","P","0.183108869","4A"
"270","0","0","1.00","C2H3","0.988722065","H6","-0.160787711","P","0.172065646","4A"
"270","0","0","1.10","C2H3","0.993306293","H6","-0.034350661","P","0.041044368","4A"
"270","0","0","1.20","C2H3","0.993375238","H6P","0.006624762","NA","NA","4B"
"270","0","0","1.30","C2H3","0.993357722","H6P","0.006642278","NA","NA","4B"
"270","0","0","1.40","C2H3","0.997175079","H6P","0.002824921","NA","NA","4B"
"270","0","0","1.50","C2H3","0.988202777","H6P","0.011797223","NA","-0.014376757","4B"
"270","0","0","1.60","C2H3","0.997612321","H6","0.016764436","P","-0.164657315","4A"
"270","0","0","1.70","C2H3","0.808519308","H6","0.356138007","P","NA","4A"
"270","0","0","1.80","CH2CHP","0.280176873","H6","0.719823127","NA","NA","2"
"270","0","0","1.90","CH2CHP","0.232361346","H6","0.767638654","NA","NA","2"
"270","0","0","2.00","CHCHP","0.987925463","H6","-0.084243469","H3","0.096318005","4C"
"270","0","0","2.10","CHCH","0.097441434","H6P","0.306273329","H3","0.596285238","5C"
"270","0","0","2.20","C2H3","0.688977585","H6P","0.311022415","NA","NA","4B"
"270","0","0","2.30","C2H3","0.970744063","H6P","0.029255937","NA","NA","4B"
"270","0","0","2.40","C2H3","0.856245719","H6","-0.258481427","P","NA","4A"
"270","0","0","2.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","2.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","2.70","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","2.80","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","2.90","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.10","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.20","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.30","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.40","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.70","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.80","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","3.90","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.10","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.20","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.30","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.40","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.70","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.80","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","4.90","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.10","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.20","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.30","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.40","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.70","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.80","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","5.90","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.10","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.20","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.30","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.40","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.70","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.80","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","6.90","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.10","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.20","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.30","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.40","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.70","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.80","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","7.90","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.10","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.20","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.30","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.40","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.70","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.80","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","8.90","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","9.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","9.10","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","9.20","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","9.30","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","9.40","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","9.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","10.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","10.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","11.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","11.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","12.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","12.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","13.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","13.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","14.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","14.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","0","0","15.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","0.00","C2H4","NA","NA","NA","","NA","1"
"270","180","0","0.10","C2H4","NA","NA","NA","","NA","1"
"270","180","0","0.20","C2H3","0.942102978","H6","-0.215841901","P","0.273738923","4A"
"270","180","0","0.30","C2H3","0.997078011","H6","-0.050421522","P","0.053343511","4A"
"270","180","0","0.40","C2H3","0.997623970","H6","0.149958641","P","-0.147582611","4A"
"270","180","0","0.50","C2H3","0.994280304","H6","-0.018585094","P","0.024304791","4A"
"270","180","0","0.60","C2H3","0.993707870","H6","-0.105839146","P","0.112131276","4A"
"270","180","0","0.70","C2H3","0.976108965","H6","-0.146340337","P","0.170231372","4A"
"270","180","0","0.80","C2H3","0.993923752","H6","-0.168753029","P","0.174829277","4A"
"270","180","0","0.90","C2H3","0.990009795","H6","-0.173118664","P","0.183108869","4A"
"270","180","0","1.00","C2H3","0.988722065","H6","-0.160787711","P","0.172065646","4A"
"270","180","0","1.10","C2H3","0.993306293","H6","-0.034350661","P","0.041044368","4A"
"270","180","0","1.20","C2H3","0.993375238","H6P","0.006624762","NA","NA","4B"
"270","180","0","1.30","C2H3","0.993357722","H6P","0.006642278","NA","NA","4B"
"270","180","0","1.40","C2H3","0.997175079","H6P","0.002824921","NA","NA","4B"
"270","180","0","1.50","C2H3","0.988202777","H6P","0.011797223","NA","-0.014376757","4B"
"270","180","0","1.60","C2H3","0.997612321","H6","0.016764436","P","-0.164657315","4A"
"270","180","0","1.70","C2H3","0.808519308","H6","0.356138007","P","NA","4A"
"270","180","0","1.80","CH2CHP","0.280176873","H6","0.719823127","NA","NA","2"
"270","180","0","1.90","CH2CHP","0.232361346","H6","0.767638654","NA","NA","2"
"270","180","0","2.00","CHCHP","0.987925463","H6","-0.084243469","H3","0.096318005","4C"
"270","180","0","2.10","CHCH","0.097441434","H6P","0.306273329","H3","0.596285238","5C"
"270","180","0","2.20","C2H3","0.688977585","H6P","0.311022415","NA","NA","4B"
"270","180","0","2.30","C2H3","0.970744063","H6P","0.029255937","NA","NA","4B"
"270","180","0","2.40","C2H3","0.856245719","H6","-0.258481427","P","NA","4A"
"270","180","0","2.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","2.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","2.70","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","2.80","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","2.90","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.10","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.20","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.30","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.40","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.70","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.80","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","3.90","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","4.00","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","4.10","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","4.20","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","4.30","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","4.40","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","4.50","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","4.60","C2H4","NA","NA","NA","P","0.402235708","1"
"270","180","0","4.70","C2H4","NA","NA","NA","P","0.402235708","1"
